ensembl_gene_id	external_gene_name	ensembl_transcript_id	description	chromosome_name	start_position	end_position	strand
25632	WBGene00018569	F47F2.1	F47F2.1a.3	cAMP-dependent protein kinase, catalytic subunit-like  [Source:UniProtKB/Swiss-Prot;Acc:Q7JP68]	X	3879782	3893309	1
25633	WBGene00018569	F47F2.1	F47F2.1b.1	cAMP-dependent protein kinase, catalytic subunit-like  [Source:UniProtKB/Swiss-Prot;Acc:Q7JP68]	X	3879782	3893309	1
25634	WBGene00018569	F47F2.1	F47F2.1c.1	cAMP-dependent protein kinase, catalytic subunit-like  [Source:UniProtKB/Swiss-Prot;Acc:Q7JP68]	X	3879782	3893309	1
25635	WBGene00018569	F47F2.1	F47F2.1c.2	cAMP-dependent protein kinase, catalytic subunit-like  [Source:UniProtKB/Swiss-Prot;Acc:Q7JP68]	X	3879782	3893309	1
25636	WBGene00018569	F47F2.1	F47F2.1c.3	cAMP-dependent protein kinase, catalytic subunit-like  [Source:UniProtKB/Swiss-Prot;Acc:Q7JP68]	X	3879782	3893309	1
25637	WBGene00018570	F47F2.2	F47F2.2.1		X	3885440	3887559	-1
25638	WBGene00018571	F47F2.3	F47F2.3.1		X	3893964	3895677	-1
25639	WBGene00018572	lin-42	F47F6.1a.1	Period protein homolog lin-42  [Source:UniProtKB/Swiss-Prot;Acc:Q65ZG8]	II	1233236	1252359	-1
25640	WBGene00018572	lin-42	F47F6.1b.1	Period protein homolog lin-42  [Source:UniProtKB/Swiss-Prot;Acc:Q65ZG8]	II	1233236	1252359	-1
25641	WBGene00018572	lin-42	F47F6.1c.1	Period protein homolog lin-42  [Source:UniProtKB/Swiss-Prot;Acc:Q65ZG8]	II	1233236	1252359	-1
25642	WBGene00018572	lin-42	F47F6.1d.1	Period protein homolog lin-42  [Source:UniProtKB/Swiss-Prot;Acc:Q65ZG8]	II	1233236	1252359	-1
25643	WBGene00018572	lin-42	F47F6.1e.1	Period protein homolog lin-42  [Source:UniProtKB/Swiss-Prot;Acc:Q65ZG8]	II	1233236	1252359	-1
25644	WBGene00018572	lin-42	F47F6.1f.1	Period protein homolog lin-42  [Source:UniProtKB/Swiss-Prot;Acc:Q65ZG8]	II	1233236	1252359	-1
25645	WBGene00018572	lin-42	F47F6.1g.1	Period protein homolog lin-42  [Source:UniProtKB/Swiss-Prot;Acc:Q65ZG8]	II	1233236	1252359	-1
25646	WBGene00018573	oac-30	F47F6.3.1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:P91310]	II	1262987	1266890	-1
25647	WBGene00018575	clec-119	F47F6.5.1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q6F6K5]	II	1255937	1258353	1
25648	WBGene00018576	F47G3.1	F47G3.1.1		X	2385765	2392695	1
25649	WBGene00018578	F47G3.3	F47G3.3.1		X	2375997	2379060	1
25650	WBGene00018579	acs-16	F47G6.2.1	Fatty Acid CoA Synthetase family  [Source:UniProtKB/TrEMBL;Acc:Q9TZI7]	I	1471227	1479920	1
25651	WBGene00018580	F47G6.3	F47G6.3.1		I	1465597	1469587	1
25652	WBGene00018582	F48A9.2	F48A9.2.1		I	6592469	6598928	1
25653	WBGene00018585	F48A11.4	F48A11.4a.1		II	213169	216621	-1
25654	WBGene00018585	F48A11.4	F48A11.4b.1		II	213169	216621	-1
25655	WBGene00018585	F48A11.4	F48A11.4b.2		II	213169	216621	-1
25656	WBGene00018586	ubxn-3	F48A11.5a.1	UBX domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:H2L056]	II	217049	220667	-1
25657	WBGene00018586	ubxn-3	F48A11.5b.1	UBX domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:H2L056]	II	217049	220667	-1
25658	WBGene00018586	ubxn-3	F48A11.5b.2	UBX domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:H2L056]	II	217049	220667	-1
25659	WBGene00018586	ubxn-3	F48A11.5c.1	UBX domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:H2L056]	II	217049	220667	-1
25660	WBGene00018586	ubxn-3	F48A11.5d.1	UBX domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:H2L056]	II	217049	220667	-1
25661	WBGene00018586	ubxn-3	F48A11.5e.1	UBX domain-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:H2L056]	II	217049	220667	-1
25662	WBGene00018587	F48B9.1	F48B9.1.1		X	2180888	2185854	1
25663	WBGene00018589	F48B9.3	F48B9.3.1		X	2165109	2173849	1
25664	WBGene00018590	nlp-37	F48B9.4.1	Neuropeptide-Like Protein; Pigment dispersing factor 2  [Source:UniProtKB/TrEMBL;Acc:G5EGC3]	X	2163384	2164069	1
25665	WBGene00018591	npax-2	F48B9.5.1	N-terminal PAX (PAI domain only) protein  [Source:UniProtKB/TrEMBL;Acc:Q20551]	X	2147614	2149252	-1
25666	WBGene00018593	F48B9.8	F48B9.8.1		X	2173890	2176411	-1
25667	WBGene00018594	aman-3	F48C1.1.1	Alpha-mannosidase  [Source:UniProtKB/TrEMBL;Acc:O01574]	I	5324511	5330222	1
25668	WBGene00018595	fbxa-145	F48C1.2.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:O01573]	I	5319720	5321117	1
25669	WBGene00018596	F48C1.3	F48C1.3.1		I	5314333	5314606	1
25670	WBGene00018598	F48C1.5	F48C1.5.1		I	5317491	5318124	-1
25671	WBGene00018599	F48C1.6	F48C1.6.1		I	5318225	5319301	-1
25672	WBGene00018600	F48C1.8	F48C1.8.1		I	5335192	5338646	-1
25673	WBGene00018601	F48C1.9	F48C1.9.1		I	5332249	5332780	-1
25674	WBGene00018602	F48D6.4	F48D6.4a.1		X	4246554	4247212	-1
25675	WBGene00018602	F48D6.4	F48D6.4b.1		X	4246554	4247212	-1
25676	WBGene00018602	F48D6.4	F48D6.4c.1		X	4246554	4247212	-1
25677	WBGene00018603	F48E3.2	F48E3.2.1		X	7490408	7493120	-1
25678	WBGene00018604	uggt-1	F48E3.3.1	UDP-Glucose Glycoprotein glucosylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q9GPA0]	X	7495684	7500982	-1
25679	WBGene00018605	F48E3.4	F48E3.4.1		X	7493724	7495591	-1
25680	WBGene00018606	F48E3.6	F48E3.6.1		X	7501236	7502674	-1
25681	WBGene00018607	F48E3.8	F48E3.8a.1		X	7507885	7517694	-1
25682	WBGene00018607	F48E3.8	F48E3.8b.1		X	7507885	7517694	-1
25683	WBGene00018607	F48E3.8	F48E3.8c.1		X	7507885	7517694	-1
25684	WBGene00018608	F48E3.9	F48E3.9.1		X	7481326	7485038	1
25685	WBGene00018609	F48E8.2	F48E8.2.1		III	5464381	5467992	1
25686	WBGene00018610	F48E8.3	F48E8.3.1		III	5461379	5464382	1
25687	WBGene00018610	F48E8.3	F48E8.3.2		III	5461379	5464382	1
25688	WBGene00018611	F48E8.4	F48E8.4.1		III	5453590	5459516	1
25689	WBGene00018612	disl-2	F48E8.6.1	DIS3-like exonuclease 2  [Source:UniProtKB/Swiss-Prot;Acc:Q09568]	III	5443167	5446506	1
25690	WBGene00018613	skpt-1	F48E8.7a.1	SKP2 (S phase Kinase associated Protein Two) homolog  [Source:UniProtKB/TrEMBL;Acc:Q8MQ34]	III	5446510	5448419	-1
25691	WBGene00018613	skpt-1	F48E8.7b.1	SKP2 (S phase Kinase associated Protein Two) homolog  [Source:UniProtKB/TrEMBL;Acc:Q8MQ34]	III	5446510	5448419	-1
25692	WBGene00018614	pals-31	F48G7.2a	Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:H2KZX5]	V	636587	637501	1
25693	WBGene00018614	pals-31	F48G7.2b.1	Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:H2KZX5]	V	636587	637501	1
25694	WBGene00018615	F48G7.4	F48G7.4.1		V	619434	621679	1
25695	WBGene00018615	F48G7.4	F48G7.4.2		V	619434	621679	1
25696	WBGene00018616	F48G7.5	F48G7.5.1		V	622170	622951	-1
25697	WBGene00018617	srt-17	F48G7.6a.1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AXT4]	V	623298	625022	-1
25698	WBGene00018617	srt-17	F48G7.6b.1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AXT4]	V	623298	625022	-1
25699	WBGene00018617	srt-17	F48G7.6c.1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AXT4]	V	623298	625022	-1
25700	WBGene00018617	srt-17	F48G7.6d.1	Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AXT4]	V	623298	625022	-1
25701	WBGene00018618	F48G7.7	F48G7.7.1		V	625752	626390	-1
25702	WBGene00018619	F48G7.8	F48G7.8.1		V	627095	627650	-1
25703	WBGene00018620	F48G7.9	F48G7.9.1		V	628059	628623	-1
25704	WBGene00018621	F48G7.10	F48G7.10.1		V	634142	634893	-1
25705	WBGene00018622	nhr-190	F48G7.11a.1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O44593]	V	640799	642893	-1
25706	WBGene00018622	nhr-190	F48G7.11b.1	Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:O44593]	V	640799	642893	-1
25707	WBGene00018623	F48G7.12	F48G7.12a.1		V	643762	646199	-1
25708	WBGene00018623	F48G7.12	F48G7.12b.1		V	643762	646199	-1
25709	WBGene00018624	F48G7.13	F48G7.13.1		V	615576	616728	1
25710	WBGene00018625	prp-17	F49D11.1.1	Yeast PRP (Splicing factor) related  [Source:UniProtKB/TrEMBL;Acc:O44729]	I	10936819	10940521	1
25711	WBGene00018625	prp-17	F49D11.1.2	Yeast PRP (Splicing factor) related  [Source:UniProtKB/TrEMBL;Acc:O44729]	I	10936819	10940521	1
25712	WBGene00018626	F49D11.2	F49D11.2.1		I	10921416	10923484	1
25713	WBGene00018627	F49D11.3	F49D11.3a.1		I	10917064	10919095	1
25714	WBGene00018627	F49D11.3	F49D11.3b.1		I	10917064	10919095	1
25715	WBGene00018628	F49D11.4	F49D11.4.1		I	10912913	10915796	1
25716	WBGene00018630	F49D11.6	F49D11.6.1		I	10906812	10912203	-1
25717	WBGene00018631	F49D11.7	F49D11.7.1		I	10923574	10923944	-1
25718	WBGene00018632	tag-296	F49D11.9a.1		I	10933810	10935553	-1
25719	WBGene00018632	tag-296	F49D11.9b.1		I	10933810	10935553	-1
25720	WBGene00018634	F49E7.2	F49E7.2.1		X	1095547	1097013	-1
25721	WBGene00018635	nprl-2	F49E8.1a.1	Nitrogen Permease Regulator Like homolog  [Source:UniProtKB/TrEMBL;Acc:W6SBD7]	IV	7557209	7558749	1
25722	WBGene00018635	nprl-2	F49E8.1b.1	Nitrogen Permease Regulator Like homolog  [Source:UniProtKB/TrEMBL;Acc:W6SBD7]	IV	7557209	7558749	1
25723	WBGene00018636	oef-1	F49E8.2a.1	Oocyte Excluded Factor  [Source:UniProtKB/TrEMBL;Acc:Q20629]	IV	7548417	7551511	1
25724	WBGene00018636	oef-1	F49E8.2b.1	Oocyte Excluded Factor  [Source:UniProtKB/TrEMBL;Acc:Q20629]	IV	7548417	7551511	1
25725	WBGene00018637	F49E8.6	F49E8.6.1		IV	7553532	7554488	-1
25726	WBGene00018638	F49E8.7	F49E8.7a.1		IV	7554489	7556447	-1
25727	WBGene00018638	F49E8.7	F49E8.7a.2		IV	7554489	7556447	-1
25728	WBGene00018638	F49E8.7	F49E8.7b		IV	7554489	7556447	-1
25729	WBGene00018639	tbc-16	F49E10.1.1	TBC (Tre-2/Bub2/Cdc16) domain family  [Source:UniProtKB/TrEMBL;Acc:Q20600]	X	5897342	5902152	1
25730	WBGene00018640	F49E10.2	F49E10.2a.1		X	5890380	5894757	1
25731	WBGene00018640	F49E10.2	F49E10.2b.1		X	5890380	5894757	1
25732	WBGene00018641	F49E10.4	F49E10.4a.1		X	5875898	5881716	1
25733	WBGene00018641	F49E10.4	F49E10.4b.1		X	5875898	5881716	1
25734	WBGene00018643	drd-50	F49F1.1.1	Dietary restriction down regulated  [Source:UniProtKB/TrEMBL;Acc:Q9GZE5]	IV	4117732	4119179	1
25735	WBGene00018645	F49F1.5	F49F1.5a.1		IV	4119460	4120399	-1
25736	WBGene00018645	F49F1.5	F49F1.5b.1		IV	4119460	4120399	-1
25737	WBGene00018646	mul-1	F49F1.6a.1	Mucin Like protein  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AV21]	IV	4121342	4123166	-1
25738	WBGene00018646	mul-1	F49F1.6b.1	Mucin Like protein  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AV21]	IV	4121342	4123166	-1
25739	WBGene00018647	F49F1.7	F49F1.7a.1		IV	4123525	4125757	-1
25740	WBGene00018647	F49F1.7	F49F1.7b.1		IV	4123525	4125757	-1
25741	WBGene00018649	F49F1.9	F49F1.9.1	Galectin  [Source:UniProtKB/TrEMBL;Acc:Q9GZE0]	IV	4136848	4137567	-1
25742	WBGene00018650	F49F1.10	F49F1.10.1	Galectin  [Source:UniProtKB/TrEMBL;Acc:Q9GZD9]	IV	4138408	4139122	-1
25743	WBGene00018651	F49F1.11	F49F1.11.1	Galectin  [Source:UniProtKB/TrEMBL;Acc:Q9GZD8]	IV	4140659	4141407	-1
25744	WBGene00018652	F49F1.12	F49F1.12.1		IV	4141734	4143019	-1
25745	WBGene00018653	F49H12.2	F49H12.2.1		X	2086057	2086730	1
25746	WBGene00018654	F49H12.3	F49H12.3.1		X	2084375	2085057	1
25747	WBGene00018655	F49H12.4	F49H12.4.1		X	2079836	2081487	1
25748	WBGene00018656	txdc-12.2	F49H12.5.1	ThioredoXin Domain Containing protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q9N5S7]	X	2074448	2075944	1
25749	WBGene00018657	acl-4	F49H12.6a.1	ACyLtransferase-like  [Source:UniProtKB/TrEMBL;Acc:Q9N5S9]	X	2066554	2070441	-1
25750	WBGene00018657	acl-4	F49H12.6b.1	ACyLtransferase-like  [Source:UniProtKB/TrEMBL;Acc:Q9N5S9]	X	2066554	2070441	-1
25751	WBGene00018659	F52C6.2	F52C6.2.1		II	1926462	1927347	1
25752	WBGene00018660	F52C6.3	F52C6.3.1		II	1924759	1925752	1
25753	WBGene00018661	F52C6.4	F52C6.4.1		II	1923140	1923827	1
25754	WBGene00018663	math-31	F52C6.6.1	MATH (Meprin-associated Traf homology) domain containing  [Source:UniProtKB/TrEMBL;Acc:O44813]	II	1912450	1912841	-1
25755	WBGene00018665	bath-4	F52C6.8.1	BTB and MATH domain containing  [Source:UniProtKB/TrEMBL;Acc:O44815]	II	1916713	1917958	-1
25756	WBGene00018667	bath-7	F52C6.10.1	BTB and MATH domain containing  [Source:UniProtKB/TrEMBL;Acc:O44817]	II	1919926	1921111	-1
25757	WBGene00018668	bath-2	F52C6.11.1	BTB and MATH domain containing  [Source:UniProtKB/TrEMBL;Acc:O44818]	II	1921452	1922744	-1
25758	WBGene00018669	F52C6.12	F52C6.12.1		II	1929149	1930086	-1
25759	WBGene00018669	F52C6.12	F52C6.12.2		II	1929149	1930086	-1
25760	WBGene00018669	F52C6.12	F52C6.12.3		II	1929149	1930086	-1
25761	WBGene00018670	F52C6.13	F52C6.13.1		II	1930190	1930747	-1
25762	WBGene00018671	F52C6.14	F52C6.14.1		II	1930991	1934507	-1
25763	WBGene00018672	sorf-2	F52C9.1.1	Suppressor of organelle fusion 2  [Source:UniProtKB/Swiss-Prot;Acc:Q10122]	III	5326623	5333620	1
25764	WBGene00018674	F52C9.3	F52C9.3.1		III	5321885	5326345	1
25765	WBGene00018675	F52C9.5	F52C9.5.1		III	5302218	5306324	1
25766	WBGene00018678	F52C12.1	F52C12.1a.1	Probable tyrosyl-DNA phosphodiesterase  [Source:UniProtKB/Swiss-Prot;Acc:Q9TXV7]	IV	1959854	1963240	1
25767	WBGene00018678	F52C12.1	F52C12.1b.1	Probable tyrosyl-DNA phosphodiesterase  [Source:UniProtKB/Swiss-Prot;Acc:Q9TXV7]	IV	1959854	1963240	1
25768	WBGene00018678	F52C12.1	F52C12.1c.1	Probable tyrosyl-DNA phosphodiesterase  [Source:UniProtKB/Swiss-Prot;Acc:Q9TXV7]	IV	1959854	1963240	1
25769	WBGene00018679	F52C12.2	F52C12.2.1	Probable ribosome biogenesis protein CELE_F52C12.2  [Source:UniProtKB/TrEMBL;Acc:Q95X18]	IV	1953579	1956704	1
25770	WBGene00018680	tsen-54	F52C12.3.1	Trna (tRNA) Splicing ENdonuclease subunit related  [Source:UniProtKB/TrEMBL;Acc:Q9TXV5]	IV	1948191	1953322	1
25771	WBGene00018681	denn-4	F52C12.4a.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25772	WBGene00018681	denn-4	F52C12.4a.2	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25773	WBGene00018681	denn-4	F52C12.4b.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25774	WBGene00018681	denn-4	F52C12.4b.2	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25775	WBGene00018681	denn-4	F52C12.4c.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25776	WBGene00018681	denn-4	F52C12.4d.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25777	WBGene00018681	denn-4	F52C12.4e.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25778	WBGene00018681	denn-4	F52C12.4e.2	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25779	WBGene00018681	denn-4	F52C12.4f.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25780	WBGene00018681	denn-4	F52C12.4f.2	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25781	WBGene00018681	denn-4	F52C12.4g.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25782	WBGene00018681	denn-4	F52C12.4h.1	DENN domain type RAB GEF  [Source:UniProtKB/TrEMBL;Acc:U4PRB8]	IV	1923939	1948040	1
25783	WBGene00018682	aagr-4	F52D1.1.1	Acid Alpha Glucosidase Relate  [Source:UniProtKB/TrEMBL;Acc:O17352]	X	460651	466912	1
25784	WBGene00018683	F52D1.2	F52D1.2a.1		X	446356	450212	-1
25785	WBGene00018683	F52D1.2	F52D1.2b.1		X	446356	450212	-1
25786	WBGene00018683	F52D1.2	F52D1.2c.1		X	446356	450212	-1
25787	WBGene00018683	F52D1.2	F52D1.2d.1		X	446356	450212	-1
25788	WBGene00018683	F52D1.2	F52D1.2e		X	446356	450212	-1
25789	WBGene00018684	fbxa-41	F52D2.1.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9TXM9]	X	1949161	1950728	-1
25790	WBGene00018687	F52D2.5	F52D2.5.1		X	1973796	1974523	-1
25791	WBGene00018688	F52D2.6	F52D2.6.1		X	1976115	1976701	1
25792	WBGene00018689	F52D2.7	F52D2.7.1		X	1962573	1966188	1
25793	WBGene00018690	fbxa-46	F52D2.8a.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:H2L063]	X	1983714	1984833	1
25794	WBGene00018690	fbxa-46	F52D2.8b.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:H2L063]	X	1983714	1984833	1
25795	WBGene00018691	fbxa-17	F52D2.10.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9TXM7]	X	1955550	1956824	1
25796	WBGene00018692	F52E1.2	F52E1.2.1		V	8410595	8411831	1
25797	WBGene00018693	F52E1.3	F52E1.3.1		V	8394800	8396269	1
25798	WBGene00018694	F52E1.5	F52E1.5.1		V	8379474	8383747	1
25799	WBGene00018694	F52E1.5	F52E1.5.2		V	8379474	8383747	1
25800	WBGene00018696	pho-6	F52E1.8.1	Intestinal acid PHOsphatase  [Source:UniProtKB/TrEMBL;Acc:Q20662]	V	8392357	8394383	-1
25801	WBGene00018697	F52E1.9	F52E1.9a.1	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q20664]	V	8398145	8402669	-1
25802	WBGene00018697	F52E1.9	F52E1.9a.2	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q20664]	V	8398145	8402669	-1
25803	WBGene00018697	F52E1.9	F52E1.9b.1	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q20664]	V	8398145	8402669	-1
25804	WBGene00018698	vha-18	F52E1.10.1	Probable V-type proton ATPase subunit H 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20666]	V	8411775	8413513	-1
25805	WBGene00018698	vha-18	F52E1.10.2	Probable V-type proton ATPase subunit H 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20666]	V	8411775	8413513	-1
25806	WBGene00018700	lmd-3	F52E1.13a.1	LysM Domain (Peptidoglycan binding) protein  [Source:UniProtKB/TrEMBL;Acc:Q3Y409]	V	8415687	8444773	-1
25807	WBGene00018700	lmd-3	F52E1.13b.1	LysM Domain (Peptidoglycan binding) protein  [Source:UniProtKB/TrEMBL;Acc:Q3Y409]	V	8415687	8444773	-1
25808	WBGene00018700	lmd-3	F52E1.13b.2	LysM Domain (Peptidoglycan binding) protein  [Source:UniProtKB/TrEMBL;Acc:Q3Y409]	V	8415687	8444773	-1
25809	WBGene00018700	lmd-3	F52E1.13b.3	LysM Domain (Peptidoglycan binding) protein  [Source:UniProtKB/TrEMBL;Acc:Q3Y409]	V	8415687	8444773	-1
25810	WBGene00018700	lmd-3	F52E1.13c.1	LysM Domain (Peptidoglycan binding) protein  [Source:UniProtKB/TrEMBL;Acc:Q3Y409]	V	8415687	8444773	-1
25811	WBGene00018700	lmd-3	F52E1.13d.1	LysM Domain (Peptidoglycan binding) protein  [Source:UniProtKB/TrEMBL;Acc:Q3Y409]	V	8415687	8444773	-1
25812	WBGene00018701	pccb-1	F52E4.1a.1	Propionyl Coenzyme A Carboxylase Beta subunit  [Source:UniProtKB/TrEMBL;Acc:Q8WQF1]	X	3089496	3092457	1
25813	WBGene00018701	pccb-1	F52E4.1a.2	Propionyl Coenzyme A Carboxylase Beta subunit  [Source:UniProtKB/TrEMBL;Acc:Q8WQF1]	X	3089496	3092457	1
25814	WBGene00018701	pccb-1	F52E4.1b.1	Propionyl Coenzyme A Carboxylase Beta subunit  [Source:UniProtKB/TrEMBL;Acc:Q8WQF1]	X	3089496	3092457	1
25815	WBGene00018702	F52E4.5	F52E4.5.1		X	3085829	3087345	-1
25816	WBGene00018703	sec-3	F52E4.7.1	Exocyst complex component 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20678]	X	3095434	3099837	-1
25817	WBGene00018704	ztf-13	F52E4.8.1	Zinc finger putative Transcription Factor family  [Source:UniProtKB/TrEMBL;Acc:O01933]	X	3100166	3102279	-1
25818	WBGene00018706	F52F10.2	F52F10.2.1		V	1548143	1550701	1
25819	WBGene00018707	oac-31	F52F10.3.1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:Q9UAQ8]	V	1538364	1541824	-1
25820	WBGene00018708	oac-32	F52F10.4a.1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AXT9]	V	1542517	1545791	-1
25821	WBGene00018708	oac-32	F52F10.4b.1	O-ACyltransferase homolog  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AXT9]	V	1542517	1545791	-1
25822	WBGene00018709	srsx-8	F52F10.5a	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:Q9UAR1]	V	1551044	1553102	-1
25823	WBGene00018709	srsx-8	F52F10.5b.1	Serpentine Receptor, class SX  [Source:UniProtKB/TrEMBL;Acc:Q9UAR1]	V	1551044	1553102	-1
25824	WBGene00018710	F52G3.1	F52G3.1.1		X	16963869	16972808	1
25825	WBGene00018711	F52G3.3	F52G3.3.1	ATP-dependent DNA helicase  [Source:UniProtKB/TrEMBL;Acc:Q9GZI2]	X	16944877	16948026	-1
25826	WBGene00018712	F52G3.4	F52G3.4.1		X	16948355	16952113	-1
25827	WBGene00018713	F52G3.5	F52G3.5.1		X	16973227	16976130	-1
25828	WBGene00018714	F52H2.1	F52H2.1.1		X	2572863	2576697	1
25829	WBGene00018715	F52H2.3	F52H2.3.1		X	2540066	2541053	-1
25830	WBGene00018716	F52H2.4	F52H2.4.1		X	2543391	2548028	-1
25831	WBGene00018717	F52H2.5	F52H2.5.1		X	2557976	2559638	-1
25832	WBGene00018717	F52H2.5	F52H2.5.2		X	2557976	2559638	-1
25833	WBGene00018718	F52H2.6	F52H2.6.1	Diminuto-like protein  [Source:UniProtKB/Swiss-Prot;Acc:O17397]	X	2559727	2564147	-1
25834	WBGene00018719	F52H2.7	F52H2.7.1		X	2566557	2572653	-1
25835	WBGene00018720	F53A3.1	F53A3.1.1		III	1939546	1943653	-1
25836	WBGene00018721	polh-1	F53A3.2.1	DNA polymerase eta; POLH (DNA polymerase eta) homolog  [Source:UniProtKB/TrEMBL;Acc:G5EFY1]	III	1945058	1950270	-1
25837	WBGene00018723	F53A3.7	F53A3.7.1		III	1951526	1952032	1
25838	WBGene00018724	F53A9.1	F53A9.1.1		X	8711590	8711911	1
25839	WBGene00018725	kreg-1	F53A9.2.1		X	8709764	8710137	1
25840	WBGene00018726	F53A9.3	F53A9.3.1		X	8708365	8709370	1
25841	WBGene00018727	jbts-14	F53A9.4.1	Transmembrane protein 237 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q20687]	X	8704309	8707197	1
25842	WBGene00018728	frpr-8	F53A9.5.1	FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q20686]	X	8697817	8702822	1
25843	WBGene00018729	F53A9.6	F53A9.6.1		X	8713461	8713952	-1
25844	WBGene00018729	F53A9.6	F53A9.6.2		X	8713461	8713952	-1
25845	WBGene00018730	F53A9.7	F53A9.7.1		X	8716532	8716929	-1
25846	WBGene00018731	F53A9.8	F53A9.8.1		X	8718567	8718905	-1
25847	WBGene00018732	F53A9.9	F53A9.9.1		X	8720226	8720758	-1
25848	WBGene00018734	F53A10.2	F53A10.2a.1		II	1197374	1230782	1
25849	WBGene00018734	F53A10.2	F53A10.2b.1		II	1197374	1230782	1
25850	WBGene00018734	F53A10.2	F53A10.2c.1		II	1197374	1230782	1
25851	WBGene00018734	F53A10.2	F53A10.2d.1		II	1197374	1230782	1
25852	WBGene00018734	F53A10.2	F53A10.2d.2		II	1197374	1230782	1
25853	WBGene00018734	F53A10.2	F53A10.2e.1		II	1197374	1230782	1
25854	WBGene00018734	F53A10.2	F53A10.2f.1		II	1197374	1230782	1
25855	WBGene00018735	F53B1.2	F53B1.2.1	Sphingomyelin synthase-related 1  [Source:UniProtKB/Swiss-Prot;Acc:Q20696]	X	2108982	2111441	1
25856	WBGene00018736	F53B1.3	F53B1.3.1		X	2105629	2107170	1
25857	WBGene00018737	F53B1.4	F53B1.4.1		X	2111397	2113103	-1
